loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN65270734,716657.78,1356390,109081.97,11.9
LN62521629,7816.77,15929,103.52,11.0
LN32082512,322743.7,302327,1872.39,11.4
LN99972133,19325.17,7610,945.72,14.0
LN23970923,156451.18,64625,16448.12,13.5
LN74274746,8852.52,11347,631.35,8.4
LN11362258,29115.92,19266,1951.27,8.6
LN29139475,3415.65,2025,250.13,9.1
LN36195255,169200.69,403324,76216.41,8.5
LN22681072,14544.99,19448,2318.64,13.6
LN14926788,13302.21,17641,3337.95,11.3
LN87513802,35853.08,79614,7156.57,9.0
LN28881171,37952.91,17865,2119.9,11.9
LN39004441,1414086.13,1404737,392385.45,14.6
LN27405053,43881.43,25654,6102.32,9.7
LN95919187,17039.56,19995,307.24,9.2
LN44198477,2468.5,3255,338.61,14.8
LN30404275,1713399.08,1973601,135250.3,12.9
LN55941763,7773.39,4011,815.32,10.7
LN63990516,7790.87,5341,848.55,14.7
LN15460912,244543.79,358108,60079.43,14.5
LN77776531,103794.61,229531,32803.8,10.5
LN45276071,1706888.37,814798,194625.74,11.8
LN25347021,36216.49,31888,501.47,12.0
LN51700572,10072.46,18162,5398.78,8.6
LN56802086,11576.0,22699,6475.4,9.9
LN41771178,14723.11,35952,5242.57,9.6
LN49516476,1279640.85,1795279,379955.37,10.9
LN88318673,96133.0,148753,37495.02,12.2
LN49416791,79171.38,134448,12350.18,11.3
LN64291698,12620.69,5057,750.98,13.7
LN25205031,393620.51,147417,4920.16,14.8
LN11507511,3103.79,2819,95.13,14.9
LN78827838,182914.03,270260,65593.14,14.4
LN74198450,100358.85,50542,10048.86,11.2
LN48833644,347837.99,322696,94689.97,11.5
LN64841146,116308.78,163343,31056.81,13.2
LN37579425,572499.32,924322,124316.61,11.8
LN28609572,142182.63,145866,11256.51,14.2
LN18880664,2442.65,6007,1418.05,9.0
LN36697472,282887.7,459449,127365.89,13.4
LN39192941,26538.12,21877,866.56,12.7
LN38061962,19034.43,56391,13983.8,8.2
LN52727104,1278961.14,1908821,159065.38,14.3
LN91592063,489089.13,194469,2352.73,14.0
LN97922479,33268.8,60037,14830.79,8.7
LN10067567,262136.14,390333,60736.81,12.6
LN74525127,313898.15,459602,18943.47,10.5
LN92507650,29644.27,39917,10970.22,13.6
LN32823795,717696.59,1431047,409361.05,8.0
LN45539347,21524.01,12525,2253.42,9.7
LN94577170,3786.15,5252,512.66,12.8
LN33754687,170669.53,220289,34221.9,11.7
LN31140397,411657.99,756699,3842.54,8.6
LN36848029,114869.41,191108,24953.21,11.5
LN48538174,21466.92,36214,5311.11,11.3
LN21752457,204047.78,83646,12011.71,13.6
LN33150821,2667.98,3640,766.76,14.5
LN55481924,131938.69,285101,79832.5,10.7
LN43008229,19376.48,19291,2546.7,10.7
LN31268383,67620.47,144237,41668.94,10.8
LN16673308,446230.43,453220,88094.42,10.6
LN50654450,29264.27,57976,2361.31,8.0
LN41192164,115251.18,89951,16169.75,13.4
LN49752887,184690.14,115854,30256.04,9.1
LN94471764,2531.82,4664,243.41,9.9
LN61194258,78897.86,114306,9745.55,14.6
LN12376428,1103120.62,1331290,188882.4,12.4
LN10446766,11898.32,22633,3582.02,11.7
LN57501638,240280.48,248744,27532.27,14.1
LN22120312,669699.88,1298927,88333.77,8.2
LN35700533,10262.62,15758,3694.0,13.8
LN24055624,154589.77,259885,75267.59,9.3
LN54643700,144688.56,302080,79738.19,11.0
LN69740936,2217217.19,1926388,240504.98,12.2
LN32748409,903801.8,1346528,59857.58,12.6
LN33792411,1318968.09,1178276,154917.53,11.9
LN16071237,1180940.94,1768621,92100.87,10.3
LN32510648,12723.56,17870,2274.2,14.8
LN88615479,3085.91,6056,5.34,9.5
LN65255004,3502803.1,1687368,76643.38,11.7
LN62466424,158574.72,303074,67145.99,11.8
LN56374127,770247.91,816395,235191.07,10.2
LN63529727,454520.0,394770,78188.27,12.2
LN33807796,181431.59,146622,35378.12,13.0
LN76354547,146801.76,414477,22738.43,8.6
LN71759002,22972.61,9892,2242.17,12.9
LN96245222,6392.13,10563,395.09,9.2
LN27139088,1212451.24,489695,7509.68,13.8
LN59840477,1007481.2,1737122,6944.56,12.8
LN16526306,141826.37,235520,27050.58,9.4
LN19484050,606996.58,1196248,134830.07,10.0
LN36303791,2022780.59,1416252,341890.12,8.2
LN48343754,946359.96,1759741,126871.62,10.5
LN68029726,327767.44,347285,61598.16,10.2
LN99205375,113034.06,235907,61484.3,11.0
LN11986118,83898.94,163066,18976.95,10.1
LN48430344,14707.47,11846,3279.73,12.9
LN38843137,106908.73,118226,3007.32,9.8
LN38274045,2579242.3,1718243,265182.04,8.6
LN10126526,200950.13,466677,19806.47,10.1
LN82584698,5366.67,10222,702.61,11.5
LN71104770,166062.34,273524,9565.85,11.6
LN18286534,55132.41,99884,988.01,10.7
LN47627106,325982.27,334524,3848.08,10.5
LN10183547,487890.87,188209,39986.57,14.4
LN70328040,341443.07,255914,5550.58,13.9
LN21686593,2383760.98,1690518,244557.3,8.1
LN86548164,3038856.77,1625180,58091.86,10.6
LN17991905,7130.6,7257,2147.19,14.0
LN10356549,157065.77,250760,14342.75,11.9
LN29350347,13632.72,19007,344.21,14.9
LN37078960,123045.17,161031,24222.57,8.4
LN93952557,69266.32,74071,21842.28,13.7
LN26332893,40407.72,76955,20811.12,11.8
LN62823163,12313.76,22220,3027.51,12.2
LN15429423,932421.55,394936,83689.94,13.2
LN89439372,65001.4,27455,5914.42,13.2
LN96069852,160576.94,109509,10002.9,8.4
LN60499381,1101257.95,409579,66882.75,14.9
LN63137346,8616.43,4334,500.45,11.0
LN85287928,24121.72,17654,3225.04,14.1
LN10539563,710562.75,511711,55602.9,14.4
LN55423190,253568.0,465962,62268.61,8.6
LN37754616,8872.91,24869,5915.66,8.5
LN15466599,740804.73,454591,30188.23,9.3
LN63773585,260793.13,104459,14116.1,13.9
LN81867891,765062.72,670751,127591.56,12.1
LN59880574,87790.52,32583,4368.41,14.9
LN54951767,23989.32,16450,171.18,8.3
LN18410357,44950.88,57182,10911.39,8.6
LN48645605,206471.9,319599,86586.8,13.9
LN39680433,121592.21,205208,39562.83,13.0
LN62689863,330213.47,418081,70807.05,11.9
LN63767379,24174.24,35388,10592.53,12.7
LN28465583,93341.68,194731,45431.54,11.0
LN14361809,11750.41,15397,4272.52,11.4
LN84942881,4126700.56,1884995,511838.88,12.3
LN49778957,32156.74,21292,4657.45,8.6
LN98199618,918582.12,481582,81293.93,10.8
LN50446912,7832.32,9760,2747.72,8.6
LN21096885,25110.2,33467,1153.98,13.7
LN64228374,9086.56,6836,952.06,13.6
LN27106772,1171634.19,645798,116416.35,10.3
LN24513569,6172.07,10296,698.75,11.2
LN85456097,1494021.22,670759,5097.18,12.5
LN85239373,161982.07,98194,21523.44,9.4
LN93592259,266058.24,215087,51536.34,13.0
LN72162663,38108.12,59995,4078.14,12.0
LN75714179,203216.74,217584,14968.0,10.1
LN51087938,1128675.51,1159313,312285.68,14.2
LN99426380,199795.6,232071,43801.65,12.8
LN56194688,1020450.08,1759495,359022.48,12.8
LN96169627,334874.32,425882,80156.84,14.3
LN94373995,8631.11,8737,1434.56,14.1
LN15899109,1055896.67,1821419,232628.31,9.1
LN88224824,15433.67,20300,1414.53,11.4
LN58824340,29539.28,17046,4287.27,9.8
LN50228357,181322.44,234397,364.35,8.5
LN78036914,6827.78,8933,875.72,11.3
LN30197213,51160.0,65951,6244.53,8.5
LN78700757,182091.98,177400,634.53,11.0
LN23399632,453122.78,416379,15722.58,11.6
LN59040940,156745.17,240295,38753.49,14.0
LN53771132,34697.6,13216,2256.78,14.5
LN20824506,280579.84,452848,81330.95,11.8
LN61178616,230655.53,102604,8540.36,12.6
LN23403805,18515.13,9246,552.07,11.2
LN70468601,34350.49,20728,163.81,9.4
LN90184730,9665.37,17882,1435.34,8.4
LN89004328,577209.11,1137539,29823.06,10.0
LN22954923,73464.78,187587,52803.06,8.0
LN59177964,13352.52,21807,4425.67,13.2
LN49413761,54101.2,91855,193.35,9.2
LN42468248,244856.06,281854,83187.2,12.9
LN78524972,304777.59,708019,62954.18,10.1
LN28751736,140267.5,374886,104898.38,9.0
LN19202075,266713.43,206612,12455.26,13.5
LN61683905,15408.75,26770,3610.82,12.6
LN94613376,144539.63,211556,13552.29,14.5
LN85863162,493282.76,225244,22057.62,12.3
LN32663908,157630.44,271504,55882.64,12.8
LN13781655,1350515.18,1290815,28503.79,11.2
LN11113087,276382.3,107388,13146.24,14.3
LN67067897,553953.95,1094755,257409.07,11.5
LN42644929,59007.11,93769,18159.95,13.6
LN10020947,423527.25,439300,17538.84,10.4
LN55684376,271742.98,385620,50727.57,13.1
LN90932680,375427.93,871571,207377.86,8.7
LN14951324,12568.96,19540,5034.31,13.7
LN39042852,54191.05,59820,14182.84,9.8
LN58415635,1119828.13,1547231,329014.6,8.0
LN80846490,517359.97,1044295,86582.24,9.8
LN50372410,49798.13,105220,27006.84,9.4
LN59277532,1892020.53,1491550,376495.52,13.3
LN50824116,35900.21,28155,6228.14,13.3
LN11027595,74499.44,174938,5014.83,8.6
LN48961705,28000.62,23938,5013.26,12.3
LN24935047,16073.48,22441,941.57,14.9
LN71889428,5865.85,7620,1766.85,13.7
LN27563041,3457316.55,1314481,252846.17,14.6
LN41046763,563531.27,710810,148354.45,8.7
LN74736313,7267.15,16652,3258.31,8.6
LN34039664,197656.88,227474,41914.53,12.9
LN17022286,639595.02,491542,113418.72,13.6
LN92630548,17288.43,21569,34.37,8.7
LN98967161,27103.41,10624,2730.5,14.1
LN93086302,245180.18,293428,85385.67,15.0
LN73729938,268757.99,530941,124556.02,11.5
LN52939409,111671.59,246971,33151.85,10.5
LN10631047,1025.07,2558,164.31,8.0
LN51314842,4947.66,4984,1144.76,10.3
LN40011997,14844.75,23513,4060.19,9.7
LN44131918,125981.52,151136,25792.42,9.1
LN17566485,84946.43,135480,5797.39,11.9
LN74655717,389492.55,314948,49879.57,13.0
LN93957517,337908.24,545442,92996.39,11.8
LN62119273,55712.72,134319,32170.7,8.4
LN50304279,436135.09,247931,3104.88,10.0
LN60460156,2364344.82,1689606,194753.71,14.5
LN68239472,21756.55,24715,5552.4,9.5
LN54085286,1125248.28,1990516,88010.28,8.9
LN60501254,301401.88,444499,47288.36,12.7
LN86720183,539740.3,1220387,119802.88,8.9
LN14199234,198571.66,123155,12811.51,9.2
LN73474114,139393.15,172930,29715.24,12.1
LN62473366,560748.45,1007896,67458.56,10.8
LN89187090,187191.61,248322,57472.03,8.3
LN73654624,883376.85,338299,31728.4,14.5
LN62784644,279332.46,318635,67637.48,13.0
LN83081745,106450.65,161584,3296.27,14.1
LN59056313,124527.02,257256,56638.16,9.6
LN89465264,103665.52,213881,27963.76,11.1
LN58899135,242795.22,335252,10236.02,8.0
LN58475434,5740.98,7735,796.93,13.3
LN11761673,4998.14,8196,333.27,12.9
LN67642394,4426.77,9820,2767.08,8.7
LN12464677,36882.39,14705,2654.35,13.9
LN47125446,697851.48,277505,62952.86,14.0
LN89246650,10618.95,15139,2804.53,14.6
LN12311090,488144.51,362960,18250.29,14.0
LN35071660,50486.67,111418,27545.33,10.5
LN16668316,150866.17,156103,4320.73,14.1
LN79568080,162179.04,200783,56476.95,14.6
LN52477456,22734.42,8446,298.9,14.8
LN45009851,58049.67,103925,20420.59,12.4
LN31070520,19787.65,23264,3399.91,9.2
LN89085076,405278.73,333494,69969.09,12.8
LN19603579,2084.71,3514,473.74,8.5
LN82418000,154021.79,282894,22198.62,8.6
LN54758189,621320.71,774052,49306.04,8.8
LN69907338,3656229.97,1793804,267612.99,11.5
LN29145209,27332.85,20351,1554.68,13.9
LN44293041,96758.76,182806,5115.46,11.9
LN27082954,8884.96,22361,5890.65,9.3
LN78959856,602125.31,458905,128801.32,13.7
LN17520865,143470.23,203197,49394.57,10.8
LN99007034,18841.79,18072,4281.07,14.9
LN40572587,170849.01,247022,6655.15,12.9
LN62071873,18111.62,20078,1940.07,9.7
LN47296331,1612907.09,1550752,248271.57,15.0
LN61019211,688999.41,291811,9195.78,13.2
LN70969887,2131374.67,1075355,155837.8,11.2
LN16148689,1190565.87,543763,147070.08,12.3
LN20517286,125690.26,335864,21845.48,9.0
LN99707896,31598.5,69572,11764.91,10.5
LN46970686,7894.8,8160,331.21,10.2
LN17934658,398173.86,236272,26214.89,9.6
LN98835795,21153.73,24828,5520.61,12.6
LN46144832,415705.68,171847,12879.29,13.5
LN84097450,104585.61,137666,24568.12,13.9
LN68569614,1035695.9,1929570,556127.72,8.5
LN51216430,85442.16,184474,35341.31,10.7
LN14533840,102930.94,103308,5778.16,10.7
LN88272097,945293.18,381776,92749.18,13.8
LN10199388,489000.01,261428,40057.39,10.6
LN78246591,298431.28,220050,8323.79,14.1
LN10854195,250793.45,177700,4998.6,14.6
LN72836424,91416.32,150426,41160.47,11.6
LN90825432,117003.62,117014,30942.79,14.5
LN34717731,197557.0,197721,49874.29,14.5
LN70917623,324802.79,363880,26637.87,13.2
LN53237180,53116.82,72714,20576.42,11.1
LN73173350,3231.45,3964,698.57,14.0
LN76391505,1530710.85,1407014,155738.05,11.6
LN88581196,91765.68,106188,6800.66,9.4
LN19912230,44852.14,65901,15325.71,12.7
LN86552285,10700.94,14778,2166.87,13.2
LN82347834,318507.21,137072,9285.94,13.0
LN54363815,266091.31,332473,38182.06,14.5
LN38400277,105174.21,145753,18182.12,11.0
LN57840705,682695.11,491637,110516.43,14.4
LN83446417,107624.68,194997,36752.53,12.3
LN88539102,7364.3,8190,2143.94,13.0
LN91694815,331429.08,428027,114577.35,11.7
LN88966633,137257.64,287145,7954.84,9.5
LN66845510,245609.38,384389,63790.67,12.1
LN87709166,693916.62,1290236,68315.0,10.5
LN27457265,357833.73,451266,116993.76,8.7
LN30957178,203191.65,383325,97428.43,8.4
LN36368142,10954.51,7455,614.01,14.9
LN97274159,75342.64,138192,20655.04,8.6
LN81250247,2421015.28,1269419,215427.45,10.8
LN15505676,11004.41,13304,1456.09,8.9
LN44498548,725228.96,455291,128383.6,9.1
LN54333800,33496.51,82863,13798.7,8.2
LN21356015,57913.07,114103,5455.7,11.5
LN79513300,3298655.91,1332429,193209.0,13.8
LN74310035,157239.52,164711,5304.54,10.3
LN23236448,142747.3,386699,83203.4,8.9
LN34159571,396640.47,281176,47204.53,8.1
LN61497793,162904.75,78388,2586.85,11.7
LN63512289,3983.93,6049,422.09,13.6
LN36460326,82841.86,227271,35189.54,8.8
LN56482765,43429.83,73819,20338.76,12.9
LN56334639,123669.3,136797,1629.71,9.8
LN29252601,57647.54,142138,12378.52,9.6
LN60778662,239225.65,247653,60803.66,14.1
LN63687125,32666.18,22494,2713.51,14.9
LN96131349,1793.63,3401,974.6,9.4
LN94521613,217841.5,111934,8745.58,11.0
LN93525423,312130.49,551888,87761.61,8.9
LN31639287,395230.44,188598,21338.91,11.8
LN32767434,17642.74,28474,7510.14,11.7
LN18356961,257954.27,104122,63.29,13.8
LN60202564,899086.73,371765,69356.0,13.5
LN45641089,1434.5,2429,405.5,8.1
LN98495426,300228.59,416572,87171.93,11.0
LN33091959,785557.77,930265,36429.53,12.6
LN17579561,131743.58,293677,78211.9,9.0
LN93029668,5835.52,12215,2274.08,10.7
LN25038050,107723.34,178214,11221.07,13.2
LN64084103,35381.63,25353,1691.82,14.4
LN92046782,1204398.72,1637329,283865.37,11.2
LN56787548,67391.51,105239,11038.32,12.1
LN86513119,24572.71,33234,5399.14,8.1
LN92718918,36097.25,51968,13385.81,12.9
LN85249678,69858.42,69340,4794.6,10.8
LN85088196,7840.5,7456,986.19,11.0
LN39497713,157102.54,212670,60986.53,13.6
LN33433856,61357.47,97500,17721.29,13.6
LN34180469,189767.96,412444,35247.41,9.2
LN78401717,191466.67,102297,25005.34,10.6
LN28094821,203105.24,288151,6477.29,13.1
LN72625984,1097973.9,880460,31783.19,13.1
LN10718430,91277.78,151791,37542.51,11.5
LN62740112,395093.13,154703,7668.68,14.2
LN75645289,58903.06,124542,1345.65,9.4
LN28953179,3960.24,8746,1054.44,8.7
LN27653108,18958.87,23095,1606.87,8.9
LN77024221,775743.02,1260480,135873.82,13.4
LN49523617,201848.56,294713,69988.02,12.8
LN74456979,3473338.62,1586539,445186.61,12.3
LN11178771,100477.54,174711,45761.41,12.7
LN89097675,945079.5,1885140,260205.15,9.9
LN30677902,32283.95,22934,1477.31,14.5
LN26181976,8258.87,16300,1155.98,11.3
LN43104018,373017.6,566928,67439.45,14.1
LN23572658,33963.54,12561,1006.39,14.9
LN57032142,371238.38,365544,42968.94,10.9
LN97414114,239184.15,203907,8158.71,12.4
LN47929101,813682.56,1700663,190888.28,11.0
LN84572083,1371899.28,1565796,37296.81,13.0
LN34992178,278847.61,415248,9873.26,12.6
LN50699519,937265.43,1843184,522477.18,8.1
LN72511224,1011336.29,1220510,196818.52,12.4
LN67599361,1640684.68,1200725,257492.71,14.2
LN16817474,591881.86,1060293,130079.98,8.8
LN36580490,12858.35,17217,4932.17,11.2
LN17060047,35892.33,64122,4031.12,12.4
LN27669426,202596.34,150561,21708.37,14.0
LN43268391,34421.95,87616,7005.67,8.0
LN45334447,254855.2,215330,3366.93,12.5
LN12579346,1830712.45,1277945,358846.11,14.8
LN46507290,21407.3,24597,645.15,9.4
LN94507860,4958.9,6403,668.65,13.7
LN91310738,88048.05,196127,8234.21,9.0
LN60088137,14106.15,24926,3805.57,8.8
LN76986335,253077.49,246628,54655.0,11.0
LN12684558,2736.33,3938,233.72,10.0
LN73965796,272964.67,280076,58602.23,10.5
LN62523020,728764.91,1168979,45471.68,9.7
LN22314988,1674554.01,1827396,389875.23,13.5
LN23187293,6970.01,15375,1722.65,10.3
LN34486076,10262.01,22034,1556.27,10.6
LN73787108,338789.31,350812,43475.19,14.1
LN82601452,610695.81,362443,74044.3,9.6
LN71694471,12079.99,10328,1989.88,12.2
LN68501845,33069.46,17942,1191.99,10.4
LN42620850,1975123.13,762143,49830.63,14.4
LN45619628,262345.26,328863,41669.81,12.0
LN67866835,1048887.57,1489243,39813.85,13.1
LN45478063,20559.93,7744,1362.44,14.6
LN92624447,1911125.77,1398664,64273.31,14.2
LN74401821,363001.33,767198,1042.73,10.9
LN18385357,1017922.45,1491063,328325.06,10.5
LN39104745,216552.28,155849,23118.41,14.4
LN86971263,100194.13,191383,3071.48,8.3
LN95995081,157824.38,238779,20069.4,10.2
LN73277288,29263.69,23936,6116.93,12.8
LN67889582,280234.86,149775,31953.61,10.6
LN76224476,388960.04,687826,94201.71,8.9
LN69170418,9976.6,14029,1009.9,10.7
LN47133534,275961.54,244095,44018.91,12.0
LN98390801,57201.2,89349,2361.81,9.9
LN60082762,49773.45,77548,22888.76,13.8
LN33480014,2695.54,5679,383.27,10.3
LN19631136,10352.66,10532,1150.93,14.1
LN96071518,95566.67,211292,20048.02,10.5
LN17536537,713931.0,1158796,254952.96,9.6
LN54825951,235065.68,120795,15525.51,11.0
LN25343372,1090975.02,1012492,253031.35,11.5
LN83444057,192347.19,365703,96406.22,10.3
LN59449542,5150.14,7508,1353.68,10.2
LN80102041,130090.29,233345,40385.57,12.4
LN40624044,4308552.29,1840122,270436.78,13.1
LN21493106,596580.7,383330,82406.85,8.9
LN36557898,1455528.05,1756678,454887.81,12.4
LN77112771,428758.86,1008533,102586.36,10.0
LN26435690,903042.81,1775878,89513.65,8.1
LN79741761,322453.83,722488,19978.37,10.4
LN65719148,11321.24,11302,3020.38,10.6
LN62434092,3760698.56,1732799,259658.53,12.2
LN99283236,13905.94,16849,3556.49,14.7
LN36208044,49066.77,71635,6858.93,14.5
LN96653936,1488234.01,1860605,121220.01,14.5
LN66840407,172746.64,206317,10383.29,12.5
LN89833927,214222.14,334754,72068.08,13.8
LN57179765,188737.26,266531,78192.64,14.9
LN11629904,7738.79,2805,400.99,14.9
LN69969889,805503.51,584737,134146.28,14.3
LN93495132,137691.71,266752,10868.56,8.2
LN96754865,142888.33,302680,26761.41,9.4
LN25397666,15561.42,23372,3803.19,14.1
LN98645419,11547.53,12506,837.12,13.4
LN91061288,16938.26,22305,3698.24,11.4
LN31182509,21167.22,29429,7687.92,10.9
LN46132822,83494.7,189006,16323.92,10.3
LN71252484,174813.85,234982,44902.2,11.3
LN13645560,520742.7,829863,41846.7,13.6
LN25707174,873598.29,524253,33764.61,9.5
LN35671356,1226177.98,1207820,347307.61,10.9
LN10317540,14229.58,9827,2418.72,8.2
LN31729249,1338129.36,1184260,344434.21,12.0
LN35679837,65907.82,48095,12014.87,14.2
LN44011037,6892.28,2792,473.7,13.4
LN41735066,41188.76,75394,8908.88,8.6
LN71025594,6387.53,7271,1470.74,12.7
LN48553084,256340.76,179356,7856.99,8.2
LN33230516,564392.13,279394,79187.64,11.4
LN84636158,52740.02,94162,27946.58,8.8
LN91115288,7055.29,17181,2330.98,9.5
LN96587416,48242.59,46386,6561.84,11.1
LN73644286,361822.71,314225,11819.4,12.2
LN97877129,220260.17,309581,80345.31,13.2
LN97308922,587854.66,723385,161139.41,8.9
LN94239981,1190104.09,452433,113130.36,14.6
LN28420156,5073.76,8868,2084.16,10.7
LN59762307,4259.83,4354,603.58,10.1
LN61737280,895778.65,469625,102315.01,10.8
LN28518666,143396.96,337136,96846.76,8.6
LN73563153,41581.69,55680,15366.49,8.2
LN70324673,4363.73,4513,534.47,10.0
LN80679021,233948.73,135797,1649.02,9.8
LN10945984,130199.35,255709,2304.51,8.1
LN92589111,14515.47,18397,4173.09,14.2
LN10108283,1032641.22,1452377,318295.72,13.2
LN96443180,15391.73,16286,2035.99,10.1
LN81138535,4105.43,7280,985.57,10.5
LN77792121,1362643.6,855561,237025.89,9.1
LN35130737,99549.41,40136,6091.88,13.8
LN28532023,893175.05,1760427,61180.9,10.0
LN23606883,21280.67,12797,1156.42,9.4
LN56647679,32774.47,57637,13973.46,8.9
LN82465203,259456.21,548241,119743.93,10.9
LN83480520,299952.49,286545,20704.93,11.2
LN50502378,212916.59,101555,12900.33,11.8
LN63917073,72063.14,93925,1188.13,14.0
LN91157499,677455.11,861825,7372.93,14.3
LN80640920,1033446.77,1530579,308820.82,10.4
LN58681077,9967.81,13495,3789.51,13.4
LN39122647,1051062.94,1675301,13581.58,13.6
LN93135379,6942.31,9868,1060.83,12.8
LN92187069,1025379.01,1603482,109372.4,13.8
LN99952454,232573.15,388933,69468.57,13.1
LN78607184,3270.57,4717,570.69,14.0
LN63937008,161893.77,111166,23043.58,15.0
LN87040625,553156.68,784211,206791.57,10.8
LN86410126,18933.3,22197,1537.85,12.6
LN94372092,55502.95,59832,7642.37,13.6
LN76598747,437313.27,1109669,76906.84,9.4
LN12238570,85534.91,158167,33529.07,12.1
LN58160534,55491.5,46754,8551.53,12.5
LN74594160,1346903.22,720265,23158.92,10.6
LN94788976,3672.44,8822,322.91,9.4
LN45773162,691159.59,497738,43012.48,14.4
LN55687120,267376.19,116006,362.59,12.9
LN46038955,15871.14,24812,4305.05,12.0
LN80254795,29732.57,24981,2395.57,12.5
LN58421849,515355.88,853776,107280.17,13.2
LN67842460,118438.22,174485,45019.52,12.7
LN51158782,231139.95,298866,27927.75,8.5
LN38443008,384464.01,233234,13068.04,9.4
LN34946173,193433.33,233248,9920.99,12.4
LN23325465,46459.02,78211,524.79,13.0
LN85701481,8831.75,19544,4537.97,8.9
LN33457201,415504.54,170415,15542.59,13.6
LN75873560,17724.05,18965,1839.55,13.6
LN57261328,10211.47,4078,262.59,13.7
LN82579632,74714.76,177838,26759.75,8.5
LN48105017,15301.83,5786,380.87,14.5
